prompt_id,approach,combination_method,deletion_percentage,deletion_type,num_colluders,original_user_ids,success,num_matches
8,min-distance-3,normal,0.0,none,2,"[36, 111]",True,2
8,min-distance-3,with_deletion,0.05,random,2,"[36, 111]",True,2
8,min-distance-3,with_deletion,0.05,start,2,"[36, 111]",True,2
8,min-distance-3,with_deletion,0.05,end,2,"[36, 111]",True,2
9,naive,normal,0.0,none,2,"[305, 643]",True,1
9,naive,with_deletion,0.05,random,2,"[305, 643]",True,2
9,naive,with_deletion,0.05,start,2,"[305, 643]",True,1
9,naive,with_deletion,0.05,end,2,"[305, 643]",True,2
9,min-distance-2,normal,0.0,none,2,"[305, 643]",False,0
9,min-distance-2,with_deletion,0.05,random,2,"[305, 643]",True,1
9,min-distance-2,with_deletion,0.05,start,2,"[305, 643]",False,0
9,min-distance-2,with_deletion,0.05,end,2,"[305, 643]",False,0
9,min-distance-3,normal,0.0,none,2,"[305, 643]",True,1
9,min-distance-3,with_deletion,0.05,random,2,"[305, 643]",False,0
9,min-distance-3,with_deletion,0.05,start,2,"[305, 643]",True,1
9,min-distance-3,with_deletion,0.05,end,2,"[305, 643]",True,1
10,naive,normal,0.0,none,2,"[216, 747]",True,1
10,naive,with_deletion,0.05,random,2,"[216, 747]",True,2
10,naive,with_deletion,0.05,start,2,"[216, 747]",True,1
10,naive,with_deletion,0.05,end,2,"[216, 747]",True,1
10,min-distance-2,normal,0.0,none,2,"[216, 747]",True,1
10,min-distance-2,with_deletion,0.05,random,2,"[216, 747]",True,1
10,min-distance-2,with_deletion,0.05,start,2,"[216, 747]",True,1
10,min-distance-2,with_deletion,0.05,end,2,"[216, 747]",True,2
10,min-distance-3,normal,0.0,none,2,"[216, 747]",False,0
10,min-distance-3,with_deletion,0.05,random,2,"[216, 747]",True,1
10,min-distance-3,with_deletion,0.05,start,2,"[216, 747]",False,0
10,min-distance-3,with_deletion,0.05,end,2,"[216, 747]",False,0
11,naive,normal,0.0,none,2,"[54, 814]",True,1
11,naive,with_deletion,0.05,random,2,"[54, 814]",True,1
11,naive,with_deletion,0.05,start,2,"[54, 814]",False,0
11,naive,with_deletion,0.05,end,2,"[54, 814]",False,0
11,min-distance-2,normal,0.0,none,2,"[54, 814]",True,1
11,min-distance-2,with_deletion,0.05,random,2,"[54, 814]",True,1
11,min-distance-2,with_deletion,0.05,start,2,"[54, 814]",True,1
11,min-distance-2,with_deletion,0.05,end,2,"[54, 814]",True,1
11,min-distance-3,normal,0.0,none,2,"[54, 814]",True,1
11,min-distance-3,with_deletion,0.05,random,2,"[54, 814]",True,2
11,min-distance-3,with_deletion,0.05,start,2,"[54, 814]",True,1
11,min-distance-3,with_deletion,0.05,end,2,"[54, 814]",True,1
12,naive,normal,0.0,none,2,"[583, 640]",True,1
12,naive,with_deletion,0.05,random,2,"[583, 640]",False,0
12,naive,with_deletion,0.05,start,2,"[583, 640]",True,1
12,naive,with_deletion,0.05,end,2,"[583, 640]",True,1
12,min-distance-2,normal,0.0,none,2,"[583, 640]",False,0
12,min-distance-2,with_deletion,0.05,random,2,"[583, 640]",True,1
12,min-distance-2,with_deletion,0.05,start,2,"[583, 640]",True,1
12,min-distance-2,with_deletion,0.05,end,2,"[583, 640]",True,1
12,min-distance-3,normal,0.0,none,2,"[583, 640]",True,1
12,min-distance-3,with_deletion,0.05,random,2,"[583, 640]",True,1
12,min-distance-3,with_deletion,0.05,start,2,"[583, 640]",True,1
12,min-distance-3,with_deletion,0.05,end,2,"[583, 640]",True,1
13,naive,normal,0.0,none,2,"[846, 981]",False,0
13,naive,with_deletion,0.05,random,2,"[846, 981]",True,1
13,naive,with_deletion,0.05,start,2,"[846, 981]",False,0
13,naive,with_deletion,0.05,end,2,"[846, 981]",True,1
13,min-distance-2,normal,0.0,none,2,"[846, 981]",True,1
13,min-distance-2,with_deletion,0.05,random,2,"[846, 981]",True,1
13,min-distance-2,with_deletion,0.05,start,2,"[846, 981]",True,1
13,min-distance-2,with_deletion,0.05,end,2,"[846, 981]",True,2
13,min-distance-3,normal,0.0,none,2,"[846, 981]",True,1
13,min-distance-3,with_deletion,0.05,random,2,"[846, 981]",True,1
13,min-distance-3,with_deletion,0.05,start,2,"[846, 981]",True,1
13,min-distance-3,with_deletion,0.05,end,2,"[846, 981]",True,1
14,naive,normal,0.0,none,2,"[525, 995]",True,2
14,naive,with_deletion,0.05,random,2,"[525, 995]",True,1
14,naive,with_deletion,0.05,start,2,"[525, 995]",True,1
14,naive,with_deletion,0.05,end,2,"[525, 995]",False,0
14,min-distance-2,normal,0.0,none,2,"[525, 995]",True,1
14,min-distance-2,with_deletion,0.05,random,2,"[525, 995]",False,0
14,min-distance-2,with_deletion,0.05,start,2,"[525, 995]",True,1
14,min-distance-2,with_deletion,0.05,end,2,"[525, 995]",False,0
14,min-distance-3,normal,0.0,none,2,"[525, 995]",False,0
14,min-distance-3,with_deletion,0.05,random,2,"[525, 995]",True,1
14,min-distance-3,with_deletion,0.05,start,2,"[525, 995]",False,0
14,min-distance-3,with_deletion,0.05,end,2,"[525, 995]",False,0
15,naive,normal,0.0,none,2,"[85, 165]",True,1
15,naive,with_deletion,0.05,random,2,"[85, 165]",True,1
15,naive,with_deletion,0.05,start,2,"[85, 165]",True,1
15,naive,with_deletion,0.05,end,2,"[85, 165]",True,1
15,min-distance-2,normal,0.0,none,2,"[85, 165]",True,2
15,min-distance-2,with_deletion,0.05,random,2,"[85, 165]",True,2
15,min-distance-2,with_deletion,0.05,start,2,"[85, 165]",True,2
15,min-distance-2,with_deletion,0.05,end,2,"[85, 165]",True,2
15,min-distance-3,normal,0.0,none,2,"[85, 165]",True,1
15,min-distance-3,with_deletion,0.05,random,2,"[85, 165]",True,1
15,min-distance-3,with_deletion,0.05,start,2,"[85, 165]",True,1
15,min-distance-3,with_deletion,0.05,end,2,"[85, 165]",True,2
16,naive,normal,0.0,none,2,"[116, 492]",True,1
16,naive,with_deletion,0.05,random,2,"[116, 492]",True,1
16,naive,with_deletion,0.05,start,2,"[116, 492]",True,1
16,naive,with_deletion,0.05,end,2,"[116, 492]",True,1
16,min-distance-2,normal,0.0,none,2,"[116, 492]",True,1
16,min-distance-2,with_deletion,0.05,random,2,"[116, 492]",True,1
16,min-distance-2,with_deletion,0.05,start,2,"[116, 492]",True,1
16,min-distance-2,with_deletion,0.05,end,2,"[116, 492]",True,1
16,min-distance-3,normal,0.0,none,2,"[116, 492]",True,1
16,min-distance-3,with_deletion,0.05,random,2,"[116, 492]",True,1
16,min-distance-3,with_deletion,0.05,start,2,"[116, 492]",False,0
16,min-distance-3,with_deletion,0.05,end,2,"[116, 492]",True,1
17,naive,normal,0.0,none,2,"[164, 373]",True,1
17,naive,with_deletion,0.05,random,2,"[164, 373]",True,1
17,naive,with_deletion,0.05,start,2,"[164, 373]",True,1
17,naive,with_deletion,0.05,end,2,"[164, 373]",True,1
17,min-distance-2,normal,0.0,none,2,"[164, 373]",True,1
17,min-distance-2,with_deletion,0.05,random,2,"[164, 373]",True,1
17,min-distance-2,with_deletion,0.05,start,2,"[164, 373]",True,1
17,min-distance-2,with_deletion,0.05,end,2,"[164, 373]",True,1
17,min-distance-3,normal,0.0,none,2,"[164, 373]",True,1
17,min-distance-3,with_deletion,0.05,random,2,"[164, 373]",True,1
17,min-distance-3,with_deletion,0.05,start,2,"[164, 373]",True,1
17,min-distance-3,with_deletion,0.05,end,2,"[164, 373]",True,1
18,naive,normal,0.0,none,2,"[270, 291]",False,0
18,naive,with_deletion,0.05,random,2,"[270, 291]",False,0
18,naive,with_deletion,0.05,start,2,"[270, 291]",False,0
18,naive,with_deletion,0.05,end,2,"[270, 291]",True,1
18,min-distance-2,normal,0.0,none,2,"[270, 291]",False,0
18,min-distance-2,with_deletion,0.05,random,2,"[270, 291]",True,1
18,min-distance-2,with_deletion,0.05,start,2,"[270, 291]",False,0
18,min-distance-2,with_deletion,0.05,end,2,"[270, 291]",False,0
18,min-distance-3,normal,0.0,none,2,"[270, 291]",True,1
18,min-distance-3,with_deletion,0.05,random,2,"[270, 291]",True,1
18,min-distance-3,with_deletion,0.05,start,2,"[270, 291]",True,1
18,min-distance-3,with_deletion,0.05,end,2,"[270, 291]",True,2
19,naive,normal,0.0,none,2,"[333, 489]",True,1
19,naive,with_deletion,0.05,random,2,"[333, 489]",True,1
19,naive,with_deletion,0.05,start,2,"[333, 489]",True,1
19,naive,with_deletion,0.05,end,2,"[333, 489]",True,1
19,min-distance-2,normal,0.0,none,2,"[333, 489]",True,1
19,min-distance-2,with_deletion,0.05,random,2,"[333, 489]",True,1
19,min-distance-2,with_deletion,0.05,start,2,"[333, 489]",True,1
19,min-distance-2,with_deletion,0.05,end,2,"[333, 489]",True,1
19,min-distance-3,normal,0.0,none,2,"[333, 489]",True,1
19,min-distance-3,with_deletion,0.05,random,2,"[333, 489]",True,1
19,min-distance-3,with_deletion,0.05,start,2,"[333, 489]",True,1
19,min-distance-3,with_deletion,0.05,end,2,"[333, 489]",True,2
20,naive,normal,0.0,none,2,"[290, 520]",True,1
20,naive,with_deletion,0.05,random,2,"[290, 520]",True,1
20,naive,with_deletion,0.05,start,2,"[290, 520]",True,1
20,naive,with_deletion,0.05,end,2,"[290, 520]",True,1
20,min-distance-2,normal,0.0,none,2,"[290, 520]",True,1
20,min-distance-2,with_deletion,0.05,random,2,"[290, 520]",True,1
20,min-distance-2,with_deletion,0.05,start,2,"[290, 520]",True,1
20,min-distance-2,with_deletion,0.05,end,2,"[290, 520]",True,1
20,min-distance-3,normal,0.0,none,2,"[290, 520]",True,1
20,min-distance-3,with_deletion,0.05,random,2,"[290, 520]",True,1
20,min-distance-3,with_deletion,0.05,start,2,"[290, 520]",True,1
20,min-distance-3,with_deletion,0.05,end,2,"[290, 520]",True,1
21,naive,normal,0.0,none,2,"[521, 574]",True,1
21,naive,with_deletion,0.05,random,2,"[521, 574]",True,1
21,naive,with_deletion,0.05,start,2,"[521, 574]",True,1
21,naive,with_deletion,0.05,end,2,"[521, 574]",True,2
21,min-distance-2,normal,0.0,none,2,"[521, 574]",True,1
21,min-distance-2,with_deletion,0.05,random,2,"[521, 574]",True,1
21,min-distance-2,with_deletion,0.05,start,2,"[521, 574]",True,1
21,min-distance-2,with_deletion,0.05,end,2,"[521, 574]",True,1
21,min-distance-3,normal,0.0,none,2,"[521, 574]",True,1
21,min-distance-3,with_deletion,0.05,random,2,"[521, 574]",True,1
21,min-distance-3,with_deletion,0.05,start,2,"[521, 574]",True,1
21,min-distance-3,with_deletion,0.05,end,2,"[521, 574]",True,1
22,naive,normal,0.0,none,2,"[4, 44]",False,0
22,naive,with_deletion,0.05,random,2,"[4, 44]",True,2
22,naive,with_deletion,0.05,start,2,"[4, 44]",False,0
22,naive,with_deletion,0.05,end,2,"[4, 44]",True,1
22,min-distance-2,normal,0.0,none,2,"[4, 44]",True,2
22,min-distance-2,with_deletion,0.05,random,2,"[4, 44]",True,2
22,min-distance-2,with_deletion,0.05,start,2,"[4, 44]",True,2
22,min-distance-2,with_deletion,0.05,end,2,"[4, 44]",True,2
22,min-distance-3,normal,0.0,none,2,"[4, 44]",True,1
22,min-distance-3,with_deletion,0.05,random,2,"[4, 44]",True,1
22,min-distance-3,with_deletion,0.05,start,2,"[4, 44]",True,1
22,min-distance-3,with_deletion,0.05,end,2,"[4, 44]",True,1
23,naive,normal,0.0,none,2,"[616, 993]",True,1
23,naive,with_deletion,0.05,random,2,"[616, 993]",False,0
23,naive,with_deletion,0.05,start,2,"[616, 993]",True,1
23,naive,with_deletion,0.05,end,2,"[616, 993]",True,1
23,min-distance-2,normal,0.0,none,2,"[616, 993]",False,0
23,min-distance-2,with_deletion,0.05,random,2,"[616, 993]",False,0
23,min-distance-2,with_deletion,0.05,start,2,"[616, 993]",True,1
23,min-distance-2,with_deletion,0.05,end,2,"[616, 993]",True,1
23,min-distance-3,normal,0.0,none,2,"[616, 993]",True,1
23,min-distance-3,with_deletion,0.05,random,2,"[616, 993]",True,1
23,min-distance-3,with_deletion,0.05,start,2,"[616, 993]",True,1
23,min-distance-3,with_deletion,0.05,end,2,"[616, 993]",True,2
24,naive,normal,0.0,none,2,"[865, 982]",False,0
24,naive,with_deletion,0.05,random,2,"[865, 982]",True,1
24,naive,with_deletion,0.05,start,2,"[865, 982]",False,0
24,naive,with_deletion,0.05,end,2,"[865, 982]",False,0
24,min-distance-2,normal,0.0,none,2,"[865, 982]",True,1
24,min-distance-2,with_deletion,0.05,random,2,"[865, 982]",True,1
24,min-distance-2,with_deletion,0.05,start,2,"[865, 982]",True,1
24,min-distance-2,with_deletion,0.05,end,2,"[865, 982]",True,1
24,min-distance-3,normal,0.0,none,2,"[865, 982]",True,1
24,min-distance-3,with_deletion,0.05,random,2,"[865, 982]",True,1
24,min-distance-3,with_deletion,0.05,start,2,"[865, 982]",True,1
24,min-distance-3,with_deletion,0.05,end,2,"[865, 982]",True,1
25,naive,normal,0.0,none,2,"[938, 968]",True,2
25,naive,with_deletion,0.05,random,2,"[938, 968]",True,2
25,naive,with_deletion,0.05,start,2,"[938, 968]",True,2
25,naive,with_deletion,0.05,end,2,"[938, 968]",True,1
25,min-distance-2,normal,0.0,none,2,"[938, 968]",True,1
25,min-distance-2,with_deletion,0.05,random,2,"[938, 968]",True,1
25,min-distance-2,with_deletion,0.05,start,2,"[938, 968]",True,1
25,min-distance-2,with_deletion,0.05,end,2,"[938, 968]",True,1
25,min-distance-3,normal,0.0,none,2,"[938, 968]",True,1
25,min-distance-3,with_deletion,0.05,random,2,"[938, 968]",True,1
25,min-distance-3,with_deletion,0.05,start,2,"[938, 968]",True,1
25,min-distance-3,with_deletion,0.05,end,2,"[938, 968]",True,1
26,naive,normal,0.0,none,2,"[175, 188]",True,1
26,naive,with_deletion,0.05,random,2,"[175, 188]",True,1
26,naive,with_deletion,0.05,start,2,"[175, 188]",True,1
26,naive,with_deletion,0.05,end,2,"[175, 188]",True,1
26,min-distance-2,normal,0.0,none,2,"[175, 188]",True,2
26,min-distance-2,with_deletion,0.05,random,2,"[175, 188]",True,1
26,min-distance-2,with_deletion,0.05,start,2,"[175, 188]",True,2
26,min-distance-2,with_deletion,0.05,end,2,"[175, 188]",True,1
26,min-distance-3,normal,0.0,none,2,"[175, 188]",True,1
26,min-distance-3,with_deletion,0.05,random,2,"[175, 188]",True,1
26,min-distance-3,with_deletion,0.05,start,2,"[175, 188]",True,1
26,min-distance-3,with_deletion,0.05,end,2,"[175, 188]",True,1
27,naive,normal,0.0,none,2,"[351, 368]",True,1
27,naive,with_deletion,0.05,random,2,"[351, 368]",True,1
27,naive,with_deletion,0.05,start,2,"[351, 368]",False,0
27,naive,with_deletion,0.05,end,2,"[351, 368]",True,1
27,min-distance-2,normal,0.0,none,2,"[351, 368]",False,0
27,min-distance-2,with_deletion,0.05,random,2,"[351, 368]",False,0
27,min-distance-2,with_deletion,0.05,start,2,"[351, 368]",False,0
27,min-distance-2,with_deletion,0.05,end,2,"[351, 368]",True,1
27,min-distance-3,normal,0.0,none,2,"[351, 368]",True,1
27,min-distance-3,with_deletion,0.05,random,2,"[351, 368]",True,1
27,min-distance-3,with_deletion,0.05,start,2,"[351, 368]",True,1
27,min-distance-3,with_deletion,0.05,end,2,"[351, 368]",True,2
28,naive,normal,0.0,none,2,"[215, 818]",False,0
28,naive,with_deletion,0.05,random,2,"[215, 818]",False,0
28,naive,with_deletion,0.05,start,2,"[215, 818]",True,1
28,naive,with_deletion,0.05,end,2,"[215, 818]",True,1
28,min-distance-2,normal,0.0,none,2,"[215, 818]",True,1
28,min-distance-2,with_deletion,0.05,random,2,"[215, 818]",True,1
28,min-distance-2,with_deletion,0.05,start,2,"[215, 818]",True,1
28,min-distance-2,with_deletion,0.05,end,2,"[215, 818]",True,1
28,min-distance-3,normal,0.0,none,2,"[215, 818]",True,1
28,min-distance-3,with_deletion,0.05,random,2,"[215, 818]",True,1
28,min-distance-3,with_deletion,0.05,start,2,"[215, 818]",True,1
28,min-distance-3,with_deletion,0.05,end,2,"[215, 818]",True,1
29,naive,normal,0.0,none,2,"[530, 542]",False,0
29,naive,with_deletion,0.05,random,2,"[530, 542]",False,0
29,naive,with_deletion,0.05,start,2,"[530, 542]",False,0
29,naive,with_deletion,0.05,end,2,"[530, 542]",True,1
29,min-distance-2,normal,0.0,none,2,"[530, 542]",True,1
29,min-distance-2,with_deletion,0.05,random,2,"[530, 542]",True,1
29,min-distance-2,with_deletion,0.05,start,2,"[530, 542]",True,1
29,min-distance-2,with_deletion,0.05,end,2,"[530, 542]",True,1
29,min-distance-3,normal,0.0,none,2,"[530, 542]",True,1
29,min-distance-3,with_deletion,0.05,random,2,"[530, 542]",True,1
29,min-distance-3,with_deletion,0.05,start,2,"[530, 542]",True,2
29,min-distance-3,with_deletion,0.05,end,2,"[530, 542]",True,1
30,naive,normal,0.0,none,2,"[828, 864]",True,1
30,naive,with_deletion,0.05,random,2,"[828, 864]",False,0
30,naive,with_deletion,0.05,start,2,"[828, 864]",False,0
30,naive,with_deletion,0.05,end,2,"[828, 864]",True,1
30,min-distance-2,normal,0.0,none,2,"[828, 864]",True,1
30,min-distance-2,with_deletion,0.05,random,2,"[828, 864]",True,1
30,min-distance-2,with_deletion,0.05,start,2,"[828, 864]",True,1
30,min-distance-2,with_deletion,0.05,end,2,"[828, 864]",True,1
30,min-distance-3,normal,0.0,none,2,"[828, 864]",True,1
30,min-distance-3,with_deletion,0.05,random,2,"[828, 864]",True,1
30,min-distance-3,with_deletion,0.05,start,2,"[828, 864]",True,1
30,min-distance-3,with_deletion,0.05,end,2,"[828, 864]",True,1
31,naive,normal,0.0,none,2,"[28, 760]",True,1
31,naive,with_deletion,0.05,random,2,"[28, 760]",True,1
31,naive,with_deletion,0.05,start,2,"[28, 760]",True,1
31,naive,with_deletion,0.05,end,2,"[28, 760]",True,1
31,min-distance-2,normal,0.0,none,2,"[28, 760]",False,0
31,min-distance-2,with_deletion,0.05,random,2,"[28, 760]",True,1
31,min-distance-2,with_deletion,0.05,start,2,"[28, 760]",False,0
31,min-distance-2,with_deletion,0.05,end,2,"[28, 760]",True,1
31,min-distance-3,normal,0.0,none,2,"[28, 760]",False,0
31,min-distance-3,with_deletion,0.05,random,2,"[28, 760]",False,0
31,min-distance-3,with_deletion,0.05,start,2,"[28, 760]",False,0
31,min-distance-3,with_deletion,0.05,end,2,"[28, 760]",True,1
32,naive,normal,0.0,none,2,"[110, 345]",False,0
32,naive,with_deletion,0.05,random,2,"[110, 345]",True,1
32,naive,with_deletion,0.05,start,2,"[110, 345]",False,0
32,naive,with_deletion,0.05,end,2,"[110, 345]",False,0
32,min-distance-2,normal,0.0,none,2,"[110, 345]",True,1
32,min-distance-2,with_deletion,0.05,random,2,"[110, 345]",True,1
32,min-distance-2,with_deletion,0.05,start,2,"[110, 345]",True,1
32,min-distance-2,with_deletion,0.05,end,2,"[110, 345]",True,1
32,min-distance-3,normal,0.0,none,2,"[110, 345]",True,1
32,min-distance-3,with_deletion,0.05,random,2,"[110, 345]",True,1
32,min-distance-3,with_deletion,0.05,start,2,"[110, 345]",True,1
32,min-distance-3,with_deletion,0.05,end,2,"[110, 345]",True,1
33,naive,normal,0.0,none,2,"[64, 816]",True,1
33,naive,with_deletion,0.05,random,2,"[64, 816]",True,1
33,naive,with_deletion,0.05,start,2,"[64, 816]",True,1
33,naive,with_deletion,0.05,end,2,"[64, 816]",True,1
33,min-distance-2,normal,0.0,none,2,"[64, 816]",True,1
33,min-distance-2,with_deletion,0.05,random,2,"[64, 816]",True,1
33,min-distance-2,with_deletion,0.05,start,2,"[64, 816]",True,1
33,min-distance-2,with_deletion,0.05,end,2,"[64, 816]",True,1
33,min-distance-3,normal,0.0,none,2,"[64, 816]",True,1
33,min-distance-3,with_deletion,0.05,random,2,"[64, 816]",True,1
33,min-distance-3,with_deletion,0.05,start,2,"[64, 816]",True,1
33,min-distance-3,with_deletion,0.05,end,2,"[64, 816]",True,1
34,naive,normal,0.0,none,2,"[67, 193]",True,1
34,naive,with_deletion,0.05,random,2,"[67, 193]",True,1
34,naive,with_deletion,0.05,start,2,"[67, 193]",True,1
34,naive,with_deletion,0.05,end,2,"[67, 193]",True,1
34,min-distance-2,normal,0.0,none,2,"[67, 193]",True,1
34,min-distance-2,with_deletion,0.05,random,2,"[67, 193]",True,1
34,min-distance-2,with_deletion,0.05,start,2,"[67, 193]",True,1
34,min-distance-2,with_deletion,0.05,end,2,"[67, 193]",True,2
34,min-distance-3,normal,0.0,none,2,"[67, 193]",True,2
34,min-distance-3,with_deletion,0.05,random,2,"[67, 193]",True,2
34,min-distance-3,with_deletion,0.05,start,2,"[67, 193]",True,2
34,min-distance-3,with_deletion,0.05,end,2,"[67, 193]",True,1
35,naive,normal,0.0,none,2,"[286, 950]",False,0
35,naive,with_deletion,0.05,random,2,"[286, 950]",False,0
